lang,lang_group,model_id,model_family,treebank,split,deprel,layer,head,direction,mean_attention,std_attention,n_arcs
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,4,5,dep_to_head,0.11118031701479199,0.09963490835438595,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,4,6,head_to_dep,0.011708275873525666,0.030100192723692222,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,4,6,dep_to_head,0.09106594305969681,0.11729957684687893,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,4,7,head_to_dep,0.01603148266260153,0.025099639340356805,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,4,7,dep_to_head,0.009482196533367702,0.014510208403295586,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,4,8,head_to_dep,0.14006647802689012,0.12249437155844474,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,4,8,dep_to_head,0.018133805343963014,0.02445317329941496,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,4,9,head_to_dep,0.016520220878760584,0.028977335906391198,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,4,9,dep_to_head,0.012746745604643431,0.02516465922576089,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,4,10,head_to_dep,0.00455220641838525,0.007139358944580738,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,4,10,dep_to_head,0.003287390025506214,0.00591352758876839,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,4,11,head_to_dep,0.019122149584864436,0.11142691034354343,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,4,11,dep_to_head,0.17077302493638705,0.29604890878586804,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,4,12,head_to_dep,0.007471801322615223,0.014974054803084245,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,4,12,dep_to_head,0.011490962586421499,0.01785599174782005,1115
