lang,lang_group,model_id,model_family,treebank,split,deprel,layer,head,direction,mean_attention,std_attention,n_arcs
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,5,7,head_to_dep,0.006774540786391135,0.008854538543402787,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,5,7,dep_to_head,0.0045533187714412665,0.005365459445342951,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,5,8,head_to_dep,0.13027995623966823,0.17903939171052635,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,5,8,dep_to_head,0.021430038792912234,0.0563500064899988,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,5,9,head_to_dep,0.01337232663021569,0.01284651365855068,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,5,9,dep_to_head,0.018199420706348102,0.022494563892294643,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,5,10,head_to_dep,0.015864100476628746,0.015021072067549521,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,5,10,dep_to_head,0.016098888977764868,0.016960586712139614,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,5,11,head_to_dep,0.0007638216091274726,0.0015218891626679939,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,5,11,dep_to_head,0.001108808457691812,0.0021387221152398966,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,5,12,head_to_dep,0.012320426215846801,0.014619715884162882,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,5,12,dep_to_head,0.02017999886325443,0.02695546449647184,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,6,1,head_to_dep,0.00715099774789153,0.01264042828911384,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,6,1,dep_to_head,0.07859646628251726,0.16303911285594336,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,6,2,head_to_dep,0.009000018084178808,0.015288465973568768,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,6,2,dep_to_head,0.1259847967686243,0.14768843237057327,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,6,3,head_to_dep,0.017068586380891055,0.028873017695917286,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,6,3,dep_to_head,0.027010281231982864,0.030499217836431166,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,6,4,head_to_dep,0.10099153175935896,0.2320462399479435,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,6,4,dep_to_head,0.013576097311543519,0.09022961492678497,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,6,5,head_to_dep,0.03722027084863778,0.03083232582317684,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,6,5,dep_to_head,0.033598940976310186,0.03060991626487111,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,6,6,head_to_dep,0.061373837819038546,0.11510123136640837,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,6,6,dep_to_head,0.017458656899429718,0.04870569390560059,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,6,7,head_to_dep,0.006521951482172391,0.007608204881032704,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,6,7,dep_to_head,0.005188862746163802,0.007116859802980987,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,6,8,head_to_dep,0.014465311098412608,0.09897170143648423,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,6,8,dep_to_head,0.14137644645684883,0.2657002202611837,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,6,9,head_to_dep,0.05773275438903332,0.08040243572649909,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,6,9,dep_to_head,0.00736680224183693,0.019046364073916886,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,6,10,head_to_dep,0.014346113108331338,0.019040453389872668,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,6,10,dep_to_head,0.011077523252126999,0.010308633498047578,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,6,11,head_to_dep,0.035656569248513556,0.041017349815914796,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,6,11,dep_to_head,0.012327523099642116,0.021610088716958388,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,6,12,head_to_dep,0.037587644202534194,0.09316373109709335,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,6,12,dep_to_head,0.06005109487134921,0.12286106286355206,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,7,1,head_to_dep,0.02424647772950837,0.04273244794794506,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,7,1,dep_to_head,0.007196357512957588,0.028582020997626262,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,7,2,head_to_dep,0.018635496757893725,0.04752453316852662,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,7,2,dep_to_head,0.06233476102913337,0.11392135367446785,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,7,3,head_to_dep,0.06690816378378898,0.06672468061444722,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,7,3,dep_to_head,0.011488477126936783,0.026372352237995025,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,7,4,head_to_dep,0.005366252469637793,0.012144872834450333,446
