deprel,rho_micro_index,rho_macro,rho_micro_matched_loo,iteration
obj,0.05334954854664764,0.3594195933013186,0.3264870696579809,77
case,0.09311617940473675,0.2912814724338162,0.34984051677040634,77
amod,0.057403881772142076,0.11104411569212069,0.2356465149724372,77
nsubj,0.08793096520284274,0.2835684142865723,0.30189351043375356,78
obj,0.08881562247167414,0.3174956972074489,0.3860531792416876,78
case,0.11872502605962992,0.28571465039304716,0.31770847969474403,78
amod,0.05970011489946835,0.2828438922188922,0.22507948504042255,78
nsubj,0.05797721200191081,0.19451809138060308,0.23007464546493306,79
obj,0.10553160216711534,0.31990233476276725,0.3413772514939098,79
case,0.11238214779547447,0.23698264616792455,0.30941298746377344,79
amod,0.08766654689539091,0.35661082094084573,0.24395205070164427,79
nsubj,0.07429504699031328,0.1686711985169842,0.21591227450786535,80
obj,0.11333816233321965,0.32309795467690205,0.35644827878098145,80
case,0.12423673204574302,0.29901566914460903,0.3672471806180185,80
amod,0.10597171146865571,0.356222269093878,0.21288461589604546,80
nsubj,0.11843628351842117,0.4127738188031724,0.48034444434135304,81
obj,0.08532401090641241,0.29187054453933703,0.34718779223265855,81
case,0.10379724488705865,0.29149493641073954,0.3608295396499457,81
amod,0.03491379915765427,0.16655321255168495,0.18583271421829017,81
nsubj,0.08957328236889708,0.2878310239312589,0.3719228857483927,82
obj,0.09636612484864178,0.3107308708944223,0.2915564188827966,82
case,0.032192731577428725,0.21549929944363588,0.19667395200864066,82
amod,0.12601435531681365,0.25428031635829507,0.2994354463938883,82
nsubj,0.07737132147644832,0.2486133936215209,0.3462337283737303,83
obj,0.07231924610797205,0.3656493535316386,0.3772908615020162,83
case,0.13778934994349987,0.4136123871415679,0.42494560122221636,83
amod,0.0458800289278684,0.16146576335525037,0.22732608527799197,83
nsubj,0.04193663861557524,0.11714776075099066,0.23334159813771332,84
obj,0.058535545952454957,0.22628318325392338,0.2244848818955591,84
case,0.14024112617686887,0.33990245017323145,0.38692135394152577,84
amod,0.0907847716146298,0.40581789040186905,0.32648250354088587,84
nsubj,0.11908449580297381,0.3043258900422601,0.4067879175820172,85
obj,0.0802738103714205,0.3419501904891153,0.33661809101439283,85
case,0.09021455240360654,0.34895089938933965,0.34759362114610487,85
amod,0.023381373940489777,0.08019817123218016,0.18966537032464134,85
nsubj,0.07269902156672889,0.25437010924336884,0.2558683067620762,86
obj,0.09375176490104634,0.37162011955503826,0.2648213711396138,86
case,0.08545968365115321,0.09914656217804155,0.2236583090577774,86
amod,0.11247692569945111,0.3577630807846636,0.3820445592834579,86
nsubj,0.11529828930512541,0.3756579770261806,0.3521042004787216,87
obj,0.052712525536581505,0.1356751621688386,0.24832464816138894,87
case,0.12141098861197816,0.3143795199432096,0.4072240669468922,87
amod,0.07449842615908839,0.2645536884342855,0.25881078780289624,87
nsubj,0.07952247759460697,0.29501437703476635,0.1329211114644626,88
obj,0.06067475313995083,0.13788789775896948,0.23956623001636757,88
case,0.09473658142498381,0.3691021358969972,0.38862624189069067,88
amod,0.11874415594485367,0.3896786742051927,0.4202714667246558,88
nsubj,0.021652147902800428,0.2263673277451131,0.17649989905064958,89
obj,0.06583880362380634,0.26341315379394764,0.2650307805060736,89
case,0.06821009441554024,0.29515120829499614,0.3517104962879497,89
amod,0.14441268210306893,0.4396285448868476,0.42614707767526183,89
nsubj,0.08567712793427387,0.2943306992504341,0.4238139194700447,90
obj,0.10897435897435899,0.4111665777548573,0.39730380221283534,90
case,0.0399412065598439,0.1910193344481735,0.21961104101768625,90
amod,0.07642471559072007,0.23781683623013433,0.2545817535685701,90
nsubj,0.1250400581502561,0.34010171373045117,0.3802141101337814,91
obj,0.09558939907007116,0.19587100797291881,0.16222944637177014,91
case,0.07238028753311403,0.3479430905950061,0.32073749756711656,91
amod,0.11292634837670279,0.2746371094129982,0.339818875540775,91
nsubj,0.09152729742656364,0.4447823872338701,0.32202550351698495,92
obj,0.04009980262600912,0.3146110789422891,0.23108287768851238,92
case,0.10901009839889812,0.29496888577235036,0.3784755795824711,92
amod,0.04864577951676413,0.08908799156741597,0.20296657680642713,92
nsubj,0.06954013896791081,0.27023416269573214,0.30544203412207394,93
obj,0.08697439580602939,0.2781198410342973,0.3247153893965725,93
case,0.09198642746228299,0.3509347541557856,0.328823797748072,93
amod,0.09829156503362717,0.21590558224221593,0.33496041884997163,93
nsubj,0.08147477103728533,0.23671503863842638,0.3575320588334528,94
obj,0.09823716693603803,0.4134020634128634,0.3636276474292668,94
case,0.05363418272065026,0.14727250786862883,0.31151642770419447,94
amod,0.1191572209497383,0.30549413541350784,0.3081675471178856,94
nsubj,0.10985799410221386,0.37405156310559845,0.17686001890584901,95
obj,0.0885025417972439,0.29001317311736285,0.31699950291733925,95
