deprel,rho_micro_index,rho_macro,rho_micro_matched_loo,iteration
case,0.028501375105865635,0.17421578694289425,-0.005088566671286493,103
amod,0.042782329407194904,0.32263662456557374,0.035780232365342654,103
nsubj,0.09811464540171642,0.4450077544553125,0.13997272410002595,104
obj,0.058691992312501606,0.39818079410129625,0.09257048288843844,104
case,0.022458430739616515,0.17421578694289425,0.035688538591526875,104
amod,0.06327533763040706,0.32263662456557374,0.039475564554471446,104
nsubj,0.12115391758789235,0.4450077544553125,0.13299705337777176,105
obj,0.11276400131633864,0.39818079410129625,0.08270290625307938,105
case,0.05005217858295097,0.17421578694289425,0.02040861730847413,105
amod,0.06419050012581318,0.32263662456557374,0.04856186471613956,105
nsubj,0.09194713475144715,0.4450077544553125,0.15508420851302054,106
obj,0.0861499356460401,0.39818079410129625,0.10997119794551623,106
case,0.018992133939561045,0.17421578694289425,0.033141659729802625,106
amod,0.05852117593462233,0.32263662456557374,0.03834717038773199,106
nsubj,0.10448543611032222,0.4450077544553125,0.10284361529895888,107
